Tanggal;Curah Hujan (mm);Suhu Rata-rata (C);Kelembapan Rata-rata (%);Kecepatan Angin Max (km/h)
2014-03-02;0.0;25.3;89;12.4
2014-03-03;10.5;26.0;86;10.1
2014-03-04;0.0;26.4;83;9.8
2014-03-05;0.0;25.8;87;10.3
2014-03-06;0.0;25.9;86;11.8
2014-03-07;2.0;26.0;86;13.2
2014-03-08;0.0;25.5;88;8.0
2014-03-09;3.5;25.6;87;12.3
2014-03-10;0.0;25.6;88;8.4
2014-03-11;3.5;25.8;86;12.1
2014-03-12;5.0;25.8;85;10.7
2014-03-13;45.5;25.5;87;12.2
2014-03-14;40.0;25.8;86;7.0
2014-03-15;0.0;25.7;88;12.6
2014-03-16;0.0;26.2;87;8.5
2014-03-17;0.0;26.1;88;14.2
2014-03-18;8.0;26.0;87;10.2
2014-03-19;0.0;26.0;86;12.0
2014-03-20;0.0;26.3;86;12.8
2014-03-21;10.0;25.5;89;18.4
2014-03-22;8.0;25.6;88;10.8
2014-03-23;0.0;25.3;90;11.1
2014-03-24;0.0;25.8;88;9.5
2014-03-25;4.0;25.5;90;11.7
2014-03-26;0.0;25.9;87;9.1
2014-03-27;74.5;25.9;87;9.4
2014-03-28;0.0;26.0;86;8.7
2014-03-29;24.5;26.5;83;8.7
2014-03-30;53.5;26.5;84;11.4
2014-03-31;0.0;26.7;84;15.6
2014-04-01;0.0;26.3;86;14.8
2014-04-02;0.0;26.5;84;10.1
2014-04-03;0.0;26.5;83;9.3
2014-04-04;0.0;26.4;86;9.4
2014-04-05;24.2;26.2;87;10.7
2014-04-06;0.0;26.0;87;12.3
2014-04-07;0.0;26.4;84;14.5
2014-04-08;19.6;27.2;82;13.3
2014-04-09;0.0;26.8;81;17.3
2014-04-10;0.0;26.0;84;15.1
2014-04-11;14.5;25.8;87;12.6
2014-04-12;9.0;25.6;87;12.3
2014-04-13;1.5;25.5;88;13.8
2014-04-14;1.0;25.6;87;14.2
2014-04-15;2.5;26.3;84;13.1
2014-04-16;0.0;26.7;83;12.2
2014-04-17;12.0;26.9;84;10.8
2014-04-18;5.8;26.2;86;8.3
2014-04-19;2.3;26.4;84;10.3
2014-04-20;7.2;26.6;83;11.3
2014-04-21;1.5;26.3;85;17.2
2014-04-22;0.0;26.9;84;10.2
2014-04-23;78.5;26.8;85;9.0
2014-04-24;0.0;27.4;81;11.3
2014-04-25;0.0;27.3;83;8.6
2014-04-26;9.5;26.7;86;11.9
2014-04-27;0.0;26.7;85;9.3
2014-04-28;0.0;26.8;84;7.1
2014-04-29;11.0;26.6;86;8.3
2014-04-30;3.0;26.2;87;8.7
2014-05-01;0.0;26.0;89;10.6
2014-05-02;34.0;26.8;85;10.0
2014-05-03;0.0;26.8;85;13.8
2014-05-04;0.0;26.7;85;13.1
2014-05-05;0.0;26.9;85;14.1
2014-05-06;0.0;26.6;88;16.6
2014-05-07;0.0;27.0;85;7.0
2014-05-08;2.5;27.2;82;8.4
2014-05-09;0.0;27.5;82;7.7
2014-05-10;0.0;26.8;88;11.7
2014-05-11;0.4;26.7;85;6.2
2014-05-12;2.0;26.6;86;9.9
2014-05-13;0.0;26.9;84;8.5
2014-05-14;1.0;26.3;85;8.4
2014-05-15;3.2;26.2;86;10.2
2014-05-16;5.2;26.0;87;8.3
2014-05-17;13.0;25.9;88;12.1
2014-05-18;1.0;26.1;87;7.6
2014-05-19;0.0;26.5;81;8.0
2014-05-20;1.0;26.5;84;10.8
2014-05-21;0.0;26.8;82;8.6
2014-05-22;0.0;26.2;86;10.0
2014-05-23;0.0;26.4;84;8.5
2014-05-24;18.0;26.8;82;11.1
2014-05-25;0.0;26.8;84;14.1
2014-05-26;0.0;27.2;84;11.4
2014-05-27;5.5;26.8;86;9.0
2014-05-28;35.0;26.4;86;8.4
2014-05-29;0.0;27.1;82;15.0
2014-05-30;0.0;26.6;85;7.6
2014-05-31;3.5;26.4;85;5.8
2014-06-01;41.5;26.8;80;9.3
2014-06-02;0.0;27.1;78;9.7
2014-06-03;0.0;27.2;80;11.7
2014-06-04;0.0;27.2;83;10.3
2014-06-05;0.0;26.5;86;8.4
2014-06-06;12.0;26.6;84;9.7
2014-06-07;0.0;27.2;81;10.8
2014-06-08;0.0;27.2;80;12.1
2014-06-09;0.0;27.4;80;12.4
2014-06-10;0.0;27.3;81;10.0
2014-06-11;2.0;27.0;84;6.9
2014-06-12;19.0;26.9;84;8.9
2014-06-13;28.0;25.6;90;7.3
2014-06-14;25.0;25.7;90;11.2
2014-06-15;47.0;25.5;89;10.2
2014-06-16;0.0;25.8;87;7.2
2014-06-17;4.2;26.2;85;8.2
2014-06-18;0.0;26.4;86;9.5
2014-06-19;5.5;25.8;86;13.7
2014-06-20;0.0;26.5;84;10.5
2014-06-21;0.0;26.5;85;8.7
2014-06-22;15.0;26.5;82;7.6
2014-06-23;0.0;26.1;86;8.9
2014-06-24;1.0;26.1;86;14.1
2014-06-25;2.0;25.9;88;7.2
2014-06-26;0.0;25.3;91;9.4
2014-06-27;0.0;25.2;91;8.6
2014-06-28;0.0;25.6;85;10.2
2014-06-29;0.0;26.4;81;7.7
2014-06-30;0.0;25.8;84;6.9
2014-07-01;0.0;26.1;80;10.8
2014-07-02;0.0;25.8;81;7.7
2014-07-03;7.0;25.8;83;8.6
2014-07-04;0.0;26.5;82;7.9
2014-07-05;0.0;26.2;86;9.1
2014-07-06;0.0;25.3;88;9.0
2014-07-07;34.0;25.5;88;8.2
2014-07-08;46.0;26.0;83;7.8
2014-07-09;3.5;26.0;81;10.0
2014-07-10;0.0;26.4;81;10.7
2014-07-11;3.5;26.2;83;13.2
2014-07-12;0.0;25.6;87;11.2
2014-07-13;18.5;24.3;89;17.6
2014-07-14;2.5;26.2;79;10.1
2014-07-15;0.0;26.2;83;8.8
2014-07-16;0.5;26.0;84;7.3
2014-07-17;1.0;25.8;84;7.9
2014-07-18;0.0;25.8;84;6.6
2014-07-19;0.0;25.6;86;7.2
2014-07-20;0.0;25.8;85;7.2
2014-07-21;0.0;26.1;83;5.0
2014-07-22;40.0;26.4;82;8.4
2014-07-23;10.5;25.8;85;7.8
2014-07-24;0.0;25.9;81;8.1
2014-07-25;0.0;25.5;86;7.6
2014-07-26;10.0;24.9;90;10.9
2014-07-27;56.0;25.3;86;11.6
2014-07-28;0.1;25.8;82;7.7
2014-07-29;6.5;26.4;79;7.7
2014-07-30;0.0;26.2;81;7.3
2014-07-31;0.0;26.3;82;6.8
2014-08-01;0.0;26.4;80;10.8
2014-08-02;0.0;26.0;80;7.6
2014-08-03;0.0;25.8;84;10.0
2014-08-04;58.5;25.6;84;10.5
2014-08-05;0.0;26.6;78;16.0
2014-08-06;0.0;26.8;76;18.5
2014-08-07;0.0;26.2;78;12.5
2014-08-08;0.0;25.9;82;9.3
2014-08-09;0.0;26.3;80;13.8
2014-08-10;0.0;26.2;83;11.8
2014-08-11;0.0;25.2;85;9.4
2014-08-12;46.0;25.6;82;10.2
2014-08-13;0.0;25.8;80;11.2
2014-08-14;0.0;25.8;81;12.5
2014-08-15;0.0;25.9;80;7.4
2014-08-16;16.0;25.9;79;10.0
2014-08-17;0.0;26.3;75;11.2
2014-08-18;0.0;26.6;73;11.8
2014-08-19;0.0;26.7;73;9.7
2014-08-20;0.0;26.7;75;8.3
2014-08-21;0.0;26.8;75;9.2
2014-08-22;0.0;26.8;78;17.7
2014-08-23;0.0;27.2;77;13.7
2014-08-24;0.0;26.7;77;11.1
2014-08-25;0.0;26.4;78;10.2
2014-08-26;0.0;26.5;76;10.6
2014-08-27;0.0;26.5;76;13.1
2014-08-28;0.0;26.8;75;11.8
2014-08-29;0.0;26.2;79;10.2
2014-08-30;0.0;26.4;76;13.7
2014-08-31;0.0;26.5;77;11.7
2014-09-01;0.0;27.0;76;16.3
2014-09-02;0.0;27.3;76;14.2
2014-09-03;0.0;27.3;77;11.3
2014-09-04;0.0;26.6;80;11.3
2014-09-05;0.0;26.8;78;11.3
2014-09-06;7.5;25.8;80;9.1
2014-09-07;0.0;26.4;77;15.8
2014-09-08;0.0;26.6;74;10.3
2014-09-09;0.0;26.9;73;12.6
2014-09-10;0.0;26.9;71;11.2
2014-09-11;0.0;27.1;68;11.5
2014-09-12;0.0;27.3;67;17.3
2014-09-13;0.0;27.4;65;15.6
2014-09-14;0.0;28.0;64;14.3
2014-09-15;0.0;27.8;64;16.2
2014-09-16;0.0;27.5;65;17.8
2014-09-17;0.0;27.5;66;19.1
2014-09-18;0.0;27.7;68;20.4
2014-09-19;0.0;28.2;68;16.3
2014-09-20;0.0;27.8;67;14.8
2014-09-21;7.0;26.9;76;11.8
2014-09-22;0.0;27.3;68;20.6
2014-09-23;0.0;27.1;65;18.9
2014-09-24;0.0;28.1;62;22.4
2014-09-25;0.0;27.4;66;11.2
2014-09-26;0.0;27.5;65;17.1
2014-09-27;0.0;27.3;66;20.0
2014-09-28;0.0;27.5;69;13.6
2014-09-29;0.0;28.2;67;8.4
2014-09-30;0.0;28.0;69;11.8
2014-10-01;0.0;27.8;71;10.9
2014-10-02;0.0;27.9;71;11.6
2014-10-03;0.0;27.3;73;10.9
2014-10-04;0.0;28.0;65;10.0
2014-10-05;0.0;27.7;68;11.2
2014-10-06;0.0;27.7;70;11.2
2014-10-07;0.0;27.7;72;14.3
2014-10-08;0.0;28.1;68;6.9
2014-10-09;0.0;28.7;63;15.9
2014-10-10;0.0;28.8;60;19.1
2014-10-11;0.0;28.2;63;17.0
2014-10-12;0.0;28.6;66;12.9
2014-10-13;0.0;27.8;72;11.5
2014-10-14;19.0;27.6;74;14.7
2014-10-15;0.0;27.9;73;11.8
2014-10-16;0.0;27.7;75;13.4
2014-10-17;0.0;27.7;75;13.6
2014-10-18;0.0;28.4;69;12.7
2014-10-19;0.0;28.6;67;12.4
2014-10-20;0.0;28.7;69;13.1
2014-10-21;0.0;28.3;71;18.6
2014-10-22;0.0;28.1;74;13.5
2014-10-23;0.0;27.1;78;10.2
2014-10-24;0.0;27.4;77;13.3
2014-10-25;0.0;27.9;72;13.0
2014-10-26;0.0;27.5;76;14.0
2014-10-27;0.0;27.4;75;9.4
2014-10-28;0.0;27.2;76;9.7
2014-10-29;0.0;26.8;81;10.7
2014-10-30;0.0;26.7;83;10.6
2014-10-31;0.0;27.7;75;12.6
2014-11-01;0.0;28.2;73;9.4
2014-11-02;0.0;28.4;73;8.5
2014-11-03;0.0;27.9;76;11.2
2014-11-04;0.0;27.7;77;10.0
2014-11-05;0.0;27.0;78;12.3
2014-11-06;0.0;27.6;76;13.1
2014-11-07;0.0;27.4;76;14.3
2014-11-08;1.0;27.9;74;9.9
2014-11-09;3.5;27.7;78;10.1
2014-11-10;0.0;26.6;82;12.3
2014-11-11;50.5;25.4;90;6.7
2014-11-12;0.0;26.0;86;8.9
2014-11-13;0.0;26.3;84;7.9
2014-11-14;3.0;26.7;81;8.7
2014-11-15;8.0;26.4;83;7.3
2014-11-16;0.0;26.0;85;8.9
2014-11-17;0.0;25.9;87;12.3
2014-11-18;7.5;26.1;85;9.4
2014-11-19;0.0;26.3;85;8.9
2014-11-20;2.0;26.5;84;10.4
2014-11-21;0.0;26.8;83;9.8
2014-11-22;0.0;26.7;85;11.2
2014-11-23;0.0;26.5;86;13.7
2014-11-24;0.0;26.3;88;9.0
2014-11-25;42.0;26.2;86;10.7
2014-11-26;1.0;26.2;87;10.2
2014-11-27;6.5;26.2;88;11.9
2014-11-28;0.0;27.3;80;6.5
2014-11-29;89.0;27.0;84;10.6
2014-11-30;5.0;27.5;75;17.1
2014-12-01;0.0;27.3;77;7.6
2014-12-02;0.0;26.4;82;11.9
2014-12-03;0.0;25.5;88;16.1
2014-12-04;0.0;25.6;88;12.0
2014-12-05;0.0;25.6;88;8.4
2014-12-06;63.0;25.4;87;12.8
2014-12-07;8.0;25.2;87;12.3
2014-12-08;1.5;25.8;86;14.4
2014-12-09;16.5;25.0;89;9.4
2014-12-10;0.0;26.0;83;14.8
2014-12-11;0.0;26.4;83;14.2
2014-12-12;0.0;26.4;84;15.3
2014-12-13;0.0;25.6;88;14.2
2014-12-14;1.0;25.8;86;12.4
2014-12-15;0.0;26.1;86;12.9
2014-12-16;0.0;26.6;84;13.3
2014-12-17;11.0;27.4;78;14.4
2014-12-18;0.0;26.0;88;10.2
2014-12-19;34.5;25.8;90;15.0
2014-12-20;3.5;25.7;88;11.0
2014-12-21;7.5;26.2;87;10.9
2014-12-22;0.0;26.3;88;8.4
2014-12-23;0.0;26.2;86;8.6
2014-12-24;13.0;26.6;87;11.2
2014-12-25;1.0;27.0;85;9.0
2014-12-26;0.0;26.3;87;10.5
2014-12-27;86.0;25.3;89;11.0
2014-12-28;0.0;25.7;85;13.4
2014-12-29;0.0;26.6;80;13.3
2014-12-30;0.0;26.5;81;15.8
2014-12-31;0.0;25.1;89;15.0
2015-01-01;20.0;25.1;87;18.3
2015-01-02;8.0;24.8;88;15.5
2015-01-03;4.5;25.4;86;15.9
2015-01-04;31.5;24.9;87;15.9
2015-01-05;14.5;25.2;85;19.4
2015-01-06;0.0;25.7;83;18.9
2015-01-07;0.0;26.0;82;16.3
2015-01-08;0.0;26.2;81;22.8
2015-01-09;0.0;26.8;77;22.0
2015-01-10;0.0;26.4;79;21.3
2015-01-11;0.0;26.5;78;17.1
2015-01-12;0.0;25.2;88;8.4
2015-01-13;30.0;25.7;85;15.5
2015-01-14;9.0;25.1;88;13.7
2015-01-15;30.5;25.4;87;15.6
2015-01-16;2.5;26.0;85;15.8
2015-01-17;11.5;25.6;87;13.7
2015-01-18;8.5;25.9;81;16.4
2015-01-19;1.5;25.2;88;11.0
2015-01-20;25.0;24.6;91;12.3
2015-01-21;33.0;24.8;87;11.2
2015-01-22;5.5;24.4;91;10.5
2015-01-23;67.5;24.7;88;12.6
2015-01-24;6.0;25.4;86;13.2
2015-01-25;6.5;25.5;86;14.8
2015-01-26;0.0;25.4;87;13.4
2015-01-27;28.0;25.5;87;13.3
2015-01-28;1.0;25.6;86;13.9
2015-01-29;2.0;25.8;86;15.1
2015-01-30;0.0;25.9;87;16.1
2015-01-31;0.0;25.3;87;13.6
2015-02-01;0.0;24.1;93;15.3
2015-02-02;5.0;25.2;87;12.2
2015-02-03;7.0;25.5;87;15.8
2015-02-04;8.5;25.3;88;15.9
2015-02-05;30.0;25.4;87;12.1
2015-02-06;0.0;25.2;87;15.8
2015-02-07;0.0;25.2;88;16.1
2015-02-08;6.0;24.7;90;14.9
2015-02-09;1.7;24.7;90;14.6
2015-02-10;8.0;24.6;86;15.5
2015-02-11;4.0;24.7;87;11.6
2015-02-12;5.6;24.5;90;12.4
2015-02-13;0.0;24.8;89;18.6
2015-02-14;0.0;25.5;86;14.5
2015-02-15;4.0;25.8;87;12.2
2015-02-16;2.0;26.2;86;11.3
2015-02-17;0.0;25.2;90;10.3
2015-02-18;11.5;25.4;89;15.6
2015-02-19;2.0;24.6;90;8.5
2015-02-20;22.5;25.5;83;10.8
2015-02-21;90.0;26.1;79;12.8
2015-02-22;0.0;26.3;80;13.1
2015-02-23;6.0;25.7;87;13.4
2015-02-24;0.0;26.3;84;10.8
2015-02-25;0.0;26.7;83;9.1
2015-02-26;51.0;26.2;87;10.0
2015-02-27;27.0;25.9;88;11.6
2015-02-28;0.0;25.8;87;10.7
2015-03-01;27.0;25.6;86;13.1
2015-03-02;40.0;24.8;89;16.3
2015-03-03;0.0;25.4;87;13.8
2015-03-04;0.0;24.9;88;15.4
2015-03-05;0.0;25.5;83;11.0
2015-03-06;1.0;26.1;82;8.8
2015-03-07;5.5;25.9;85;16.8
2015-03-08;3.5;24.9;88;14.9
2015-03-09;76.0;25.5;86;13.2
2015-03-10;130.0;25.5;84;13.4
2015-03-11;17.5;25.5;86;12.0
2015-03-12;4.5;25.7;84;15.6
2015-03-13;8.0;26.0;85;11.0
2015-03-14;15.0;25.7;88;10.8
2015-03-15;1.8;25.7;87;12.9
2015-03-16;59.5;26.1;85;15.0
2015-03-17;5.0;26.4;84;10.5
2015-03-18;7.0;26.7;84;8.0
2015-03-19;17.5;26.4;85;8.1
2015-03-20;10.5;26.1;86;7.5
2015-03-21;0.0;25.7;88;9.8
2015-03-22;0.0;25.9;87;10.9
2015-03-23;0.0;26.1;86;8.7
2015-03-24;1.0;25.6;89;8.9
2015-03-25;0.0;25.2;90;12.7
2015-03-26;0.0;25.6;87;9.9
2015-03-27;4.0;25.9;87;13.0
2015-03-28;0.0;26.2;86;9.7
2015-03-29;0.0;26.6;85;10.2
2015-03-30;0.0;26.7;84;8.3
2015-03-31;0.0;26.7;84;8.9
2015-04-01;21.0;26.3;87;9.1
2015-04-02;42.5;26.2;87;8.1
2015-04-03;61.5;25.6;88;8.0
2015-04-04;0.0;26.2;87;8.8
2015-04-05;1.0;26.5;87;9.2
2015-04-06;0.0;26.7;85;11.5
2015-04-07;0.0;25.9;88;14.9
2015-04-08;4.0;25.6;89;9.5
2015-04-09;10.0;26.1;86;10.4
2015-04-10;0.0;26.7;84;11.3
2015-04-11;0.0;26.5;83;13.4
2015-04-12;24.0;26.4;85;7.4
2015-04-13;0.0;26.1;85;6.8
2015-04-14;0.0;26.0;86;8.3
2015-04-15;3.0;25.9;88;8.7
2015-04-16;0.0;26.2;87;12.0
2015-04-17;0.0;26.1;87;8.3
2015-04-18;5.0;26.2;87;10.1
2015-04-19;0.0;26.4;87;10.1
2015-04-20;22.5;26.3;87;9.7
2015-04-21;0.0;26.7;85;7.7
2015-04-22;0.0;26.2;85;14.3
2015-04-23;0.0;26.4;82;18.1
2015-04-24;0.0;25.6;86;21.7
2015-04-25;0.0;25.6;86;18.8
2015-04-26;5.5;25.2;88;16.2
2015-04-27;35.0;25.8;84;19.4
2015-04-28;0.0;26.0;85;15.8
2015-04-29;0.0;26.6;84;15.0
2015-04-30;0.0;26.9;80;13.0
2015-05-01;0.0;26.3;84;10.5
2015-05-02;0.0;26.5;85;7.9
2015-05-03;5.0;25.9;88;8.2
2015-05-04;43.5;26.4;84;5.2
2015-05-05;18.0;26.1;86;8.9
2015-05-06;0.0;26.4;83;9.0
2015-05-07;0.0;26.8;83;11.5
2015-05-08;0.0;27.3;80;10.2
2015-05-09;0.0;26.7;82;6.6
2015-05-10;0.0;26.8;80;14.7
2015-05-11;5.5;27.2;78;14.9
2015-05-12;0.0;27.0;77;11.2
2015-05-13;0.0;26.5;86;11.6
2015-05-14;0.0;26.4;86;9.2
2015-05-15;13.0;26.1;89;10.2
2015-05-16;1.5;26.5;85;10.0
2015-05-17;0.0;26.7;84;10.5
2015-05-18;0.0;26.9;81;12.5
2015-05-19;0.0;26.9;82;6.5
2015-05-20;0.0;27.3;78;11.8
2015-05-21;0.0;27.0;78;10.0
2015-05-22;0.0;26.9;77;8.8
2015-05-23;0.0;26.2;77;10.8
2015-05-24;0.0;26.4;80;12.5
2015-05-25;0.0;26.6;79;8.7
2015-05-26;0.0;26.7;81;9.2
2015-05-27;0.0;26.9;80;12.3
2015-05-28;0.0;27.0;80;11.8
2015-05-29;0.0;27.0;79;6.6
2015-05-30;0.0;27.3;77;10.4
2015-05-31;0.0;27.0;81;13.7
2015-06-01;0.0;26.6;85;8.7
2015-06-02;4.5;26.7;82;8.5
2015-06-03;0.0;26.7;82;10.2
2015-06-04;0.0;27.3;79;19.1
2015-06-05;0.0;27.8;75;15.9
2015-06-06;0.0;27.3;79;10.8
2015-06-07;0.0;26.4;85;10.6
2015-06-08;0.0;26.5;85;14.8
2015-06-09;0.0;26.0;88;11.3
2015-06-10;6.5;26.3;85;9.3
2015-06-11;0.0;26.3;86;9.0
2015-06-12;0.0;26.6;83;9.4
2015-06-13;0.0;26.3;79;9.0
2015-06-14;0.0;26.4;79;9.8
2015-06-15;0.0;26.2;78;9.7
2015-06-16;0.0;26.2;78;10.2
2015-06-17;0.0;26.8;73;11.7
2015-06-18;0.0;26.8;73;12.2
2015-06-19;0.0;27.3;74;13.8
2015-06-20;0.0;27.1;77;15.6
2015-06-21;0.0;27.6;76;16.7
2015-06-22;0.0;27.8;74;12.2
2015-06-23;0.0;27.6;71;11.6
2015-06-24;0.0;27.0;71;16.9
2015-06-25;0.0;26.7;72;13.7
2015-06-26;0.0;26.9;73;15.8
2015-06-27;0.0;27.3;75;16.6
2015-06-28;0.0;27.2;77;12.0
2015-06-29;0.0;27.2;77;11.3
2015-06-30;0.0;27.1;74;14.0
2015-07-01;0.0;27.1;73;10.3
2015-07-02;0.0;26.5;74;16.5
2015-07-03;0.0;26.7;71;15.5
2015-07-04;0.0;26.6;65;13.1
2015-07-05;0.0;26.4;70;15.0
2015-07-06;0.0;26.7;71;15.5
2015-07-07;0.0;27.2;70;13.0
2015-07-08;0.0;27.5;71;10.8
2015-07-09;0.0;26.8;77;14.6
2015-07-10;0.0;26.7;76;10.7
2015-07-11;0.0;26.5;76;8.4
2015-07-12;0.0;26.9;76;16.5
2015-07-13;0.0;27.7;72;19.5
2015-07-14;0.0;27.7;71;16.0
2015-07-15;0.0;27.8;69;20.8
2015-07-16;0.0;27.5;71;22.6
2015-07-17;0.0;27.1;72;18.6
2015-07-18;0.0;27.3;71;20.0
2015-07-19;0.0;27.0;73;18.6
2015-07-20;0.0;26.9;75;13.2
2015-07-21;0.0;27.1;75;15.9
2015-07-22;0.0;27.0;75;13.2
2015-07-23;0.0;27.2;75;18.3
2015-07-24;0.0;27.1;75;16.0
2015-07-25;0.0;26.8;76;16.7
2015-07-26;0.0;27.1;75;12.9
2015-07-27;0.0;27.2;73;14.7
2015-07-28;0.0;27.4;71;12.8
2015-07-29;0.0;27.4;71;20.6
2015-07-30;0.0;26.9;75;14.3
2015-07-31;0.0;26.0;82;10.6
2015-08-01;0.0;26.3;80;11.1
2015-08-02;0.0;26.4;76;10.0
2015-08-03;0.0;26.5;69;17.9
2015-08-04;0.0;26.1;66;11.4
2015-08-05;0.0;26.3;71;14.4
2015-08-06;0.0;26.3;73;14.9
2015-08-07;0.0;26.5;75;15.6
2015-08-08;23.5;26.7;75;11.7
2015-08-09;0.0;27.0;74;18.8
2015-08-10;0.0;27.7;69;17.5
2015-08-11;0.0;27.7;74;15.3
2015-08-12;0.0;27.2;79;11.5
2015-08-13;0.0;27.3;77;16.8
2015-08-14;0.0;27.2;77;14.8
2015-08-15;0.0;27.2;77;15.7
2015-08-16;0.0;27.1;75;20.5
2015-08-17;0.0;26.9;74;16.9
2015-08-18;0.0;27.2;74;18.5
2015-08-19;0.0;26.9;76;16.3
2015-08-20;0.0;26.3;79;15.9
2015-08-21;0.0;26.3;78;13.7
2015-08-22;0.0;26.8;69;15.8
2015-08-23;0.0;26.7;69;18.0
2015-08-24;0.0;26.5;72;15.9
2015-08-25;0.0;26.7;74;15.6
2015-08-26;0.0;27.5;73;13.5
2015-08-27;0.0;27.4;74;15.5
2015-08-28;0.0;27.7;73;16.4
2015-08-29;0.0;27.5;73;18.1
2015-08-30;0.0;27.8;69;14.8
2015-08-31;0.0;27.4;71;17.9
2015-09-01;0.0;27.7;69;19.0
2015-09-02;0.0;27.3;68;19.1
2015-09-03;0.0;26.9;67;20.7
2015-09-04;0.0;27.1;72;20.2
2015-09-05;0.0;27.3;72;14.7
2015-09-06;0.0;27.5;67;17.3
2015-09-07;0.0;27.3;67;18.8
2015-09-08;0.0;27.6;67;16.0
2015-09-09;0.0;27.8;70;9.0
2015-09-10;0.0;27.6;70;13.4
2015-09-11;0.0;27.6;67;20.6
2015-09-12;0.0;27.7;67;18.1
2015-09-13;0.0;27.6;69;16.3
2015-09-14;0.0;27.8;70;12.4
2015-09-15;0.0;27.1;71;14.8
2015-09-16;0.0;27.6;68;16.1
2015-09-17;0.0;27.9;71;18.2
2015-09-18;0.0;28.1;68;19.9
2015-09-19;0.0;27.2;69;17.7
2015-09-20;0.0;27.3;74;13.4
2015-09-21;0.0;27.3;77;12.8
2015-09-22;0.0;28.1;70;13.7
2015-09-23;0.0;28.6;65;14.4
2015-09-24;0.0;28.4;67;12.6
2015-09-25;0.0;27.5;72;12.3
2015-09-26;0.0;28.0;66;14.3
2015-09-27;0.0;28.3;67;14.4
2015-09-28;0.0;27.8;73;10.8
2015-09-29;0.0;27.3;76;13.2
2015-09-30;0.0;28.2;67;18.6
2015-10-01;0.0;28.1;69;14.0
2015-10-02;0.0;27.8;73;11.5
2015-10-03;0.0;28.5;64;17.6
2015-10-04;0.0;28.4;63;18.9
2015-10-05;0.0;27.9;68;11.3
2015-10-06;0.0;27.8;71;11.1
2015-10-07;0.0;27.6;75;14.0
2015-10-08;2.4;27.3;76;10.4
2015-10-09;0.0;27.7;71;10.9
2015-10-10;0.0;27.7;69;12.0
2015-10-11;0.0;27.8;70;15.9
2015-10-12;0.0;27.8;71;15.0
2015-10-13;0.0;28.1;69;14.5
2015-10-14;0.0;28.5;69;14.6
2015-10-15;0.0;28.3;68;17.7
2015-10-16;0.0;28.6;65;11.3
2015-10-17;0.0;28.7;62;18.6
2015-10-18;0.0;28.4;66;16.3
2015-10-19;0.0;28.5;69;14.3
2015-10-20;0.0;28.8;66;15.7
2015-10-21;0.0;28.5;66;16.1
2015-10-22;0.0;28.5;63;21.4
2015-10-23;0.0;28.1;64;18.5
2015-10-24;0.0;28.0;71;16.3
2015-10-25;0.0;28.6;69;19.3
2015-10-26;0.0;28.0;69;15.5
2015-10-27;0.0;28.4;70;14.7
2015-10-28;0.0;28.7;70;16.8
2015-10-29;0.0;28.2;74;13.4
2015-10-30;0.0;28.6;71;13.8
2015-10-31;0.0;28.2;74;10.6
2015-11-01;0.0;28.0;73;10.2
2015-11-02;3.0;28.0;73;10.9
2015-11-03;1.0;27.6;76;13.1
2015-11-04;0.0;28.1;75;10.7
2015-11-05;0.0;27.9;75;10.6
2015-11-06;0.0;28.0;72;10.5
2015-11-07;0.0;27.3;78;13.2
2015-11-08;42.0;27.1;81;12.4
2015-11-09;7.3;27.6;77;10.8
2015-11-10;0.0;27.6;77;14.4
2015-11-11;0.0;27.7;77;11.3
2015-11-12;14.0;27.2;79;9.5
2015-11-13;0.0;27.1;80;10.5
2015-11-14;15.1;27.8;76;13.6
2015-11-15;0.0;28.2;74;12.0
2015-11-16;0.0;27.4;79;14.4
2015-11-17;29.0;26.2;85;11.6
2015-11-18;1.0;27.1;82;12.8
2015-11-19;0.0;26.9;83;12.5
2015-11-20;0.0;26.6;85;12.1
2015-11-21;0.0;27.0;84;8.9
2015-11-22;0.0;27.3;81;10.9
2015-11-23;1.5;26.9;85;13.2
2015-11-24;0.0;26.7;85;13.0
2015-11-25;0.0;27.4;80;10.5
2015-11-26;15.0;27.1;80;9.7
2015-11-27;11.0;27.2;79;6.6
2015-11-28;0.0;27.4;81;9.2
2015-11-29;0.0;26.4;86;6.6
2015-11-30;1.0;26.8;84;9.0
2015-12-01;0.0;26.9;85;8.4
2015-12-02;7.0;26.9;85;12.9
2015-12-03;0.0;26.5;85;10.3
2015-12-04;1.5;26.5;85;12.0
2015-12-05;0.0;27.1;84;13.0
2015-12-06;85.2;27.2;82;7.4
2015-12-07;47.0;26.5;87;9.2
2015-12-08;0.0;26.2;89;9.0
2015-12-09;37.0;27.2;83;10.3
2015-12-10;0.0;27.0;85;9.4
2015-12-11;16.5;26.6;86;10.5
2015-12-12;0.0;26.1;90;10.3
2015-12-13;0.0;26.4;87;15.9
2015-12-14;31.5;24.9;92;16.1
2015-12-15;0.0;25.3;88;17.8
2015-12-16;0.0;24.6;91;14.4
2015-12-17;6.0;24.4;85;13.0
2015-12-18;1.5;25.4;83;16.1
2015-12-19;4.5;25.6;85;14.8
2015-12-20;8.0;25.8;85;16.9
2015-12-21;5.5;24.9;89;15.7
2015-12-22;0.0;26.6;82;12.6
2015-12-23;0.0;26.9;77;16.2
2015-12-24;0.0;26.8;79;12.4
