Tanggal;Curah Hujan (mm);Suhu Rata-rata (C);Kelembapan Rata-rata (%);Kecepatan Angin Max (km/h)
2015-12-25;0.0;26.8;80;10.3
2015-12-26;0.0;26.6;84;12.4
2015-12-27;0.0;26.6;86;12.0
2015-12-28;14.5;26.7;86;11.6
2015-12-29;0.0;26.4;88;13.9
2015-12-30;44.0;26.2;89;14.7
2015-12-31;4.5;26.3;86;11.6
2016-01-01;0.0;26.7;87;11.4
2016-01-02;0.0;26.2;88;16.3
2016-01-03;81.0;26.0;88;8.0
2016-01-04;0.0;26.5;87;13.0
2016-01-05;0.0;26.4;88;12.3
2016-01-06;0.0;26.4;87;11.3
2016-01-07;0.0;26.9;85;12.8
2016-01-08;0.0;26.7;88;11.3
2016-01-09;0.0;26.8;87;12.7
2016-01-10;0.0;26.4;87;11.4
2016-01-11;0.0;26.8;86;13.4
2016-01-12;2.0;26.2;88;9.4
2016-01-13;9.0;26.1;88;11.9
2016-01-14;39.5;26.2;89;9.0
2016-01-15;0.0;26.2;89;12.6
2016-01-16;0.0;27.0;85;7.6
2016-01-17;0.0;27.3;82;9.5
2016-01-18;0.0;26.6;87;11.2
2016-01-19;0.0;26.6;87;14.2
2016-01-20;5.5;26.3;87;12.3
2016-01-21;1.0;26.6;86;12.8
2016-01-22;0.0;26.7;85;11.7
2016-01-23;61.0;25.1;92;11.6
2016-01-24;4.5;25.8;89;11.6
2016-01-25;49.5;25.4;91;11.2
2016-01-26;6.0;25.9;89;10.6
2016-01-27;0.0;26.6;88;13.4
2016-01-28;5.5;26.7;87;13.9
2016-01-29;0.0;27.2;84;9.7
2016-01-30;0.0;26.6;88;12.3
2016-01-31;4.0;26.7;85;16.1
2016-02-01;34.0;26.1;88;13.6
2016-02-02;51.0;26.2;88;16.9
2016-02-03;4.0;26.0;87;10.4
2016-02-04;0.0;26.1;87;8.1
2016-02-05;5.0;26.2;89;13.7
2016-02-06;0.0;26.7;87;11.8
2016-02-07;24.0;26.2;89;14.3
2016-02-08;8.0;26.3;88;15.2
2016-02-09;32.5;25.8;89;16.3
2016-02-10;37.0;25.2;91;16.8
2016-02-11;0.0;25.3;91;10.4
2016-02-12;4.5;25.3;91;9.7
2016-02-13;26.0;26.2;83;6.9
2016-02-14;0.0;26.8;87;10.2
2016-02-15;61.0;26.7;87;12.1
2016-02-16;3.0;25.9;88;14.4
2016-02-17;38.0;25.9;89;10.4
2016-02-18;7.5;26.3;87;13.0
2016-02-19;0.0;26.6;87;13.1
2016-02-20;0.0;26.5;88;15.0
2016-02-21;0.0;26.0;89;16.6
2016-02-22;0.0;26.1;88;13.5
2016-02-23;12.0;26.1;88;12.1
2016-02-24;0.0;25.7;90;12.8
2016-02-25;19.5;25.8;89;9.9
2016-02-26;46.0;26.0;85;16.9
2016-02-27;60.0;26.2;85;13.4
2016-02-28;0.0;25.3;92;8.2
2016-02-29;28.0;25.5;90;15.5
2016-03-01;32.0;25.8;88;18.4
2016-03-02;21.0;26.1;88;11.3
2016-03-03;2.5;26.6;87;11.5
2016-03-04;0.0;26.4;89;14.8
2016-03-05;0.0;26.3;88;11.5
2016-03-06;0.0;26.7;88;12.3
2016-03-07;12.0;27.0;85;12.0
2016-03-08;0.0;26.9;88;10.7
2016-03-09;2.5;26.9;88;9.7
2016-03-10;1.8;27.0;88;12.8
2016-03-11;0.0;26.9;87;10.4
2016-03-12;0.0;26.6;88;10.0
2016-03-13;0.8;26.6;87;8.0
2016-03-14;0.0;26.7;88;11.4
2016-03-15;12.5;26.9;86;12.0
2016-03-16;48.0;26.9;87;11.9
2016-03-17;0.0;27.2;85;11.9
2016-03-18;6.0;26.5;88;12.3
2016-03-19;0.0;27.2;86;11.8
2016-03-20;5.5;26.9;88;11.6
2016-03-21;0.0;26.6;89;9.3
2016-03-22;3.0;26.2;90;14.9
2016-03-23;40.0;26.4;88;11.2
2016-03-24;0.0;27.2;84;6.3
2016-03-25;0.0;26.6;88;14.5
2016-03-26;6.5;26.6;86;10.1
2016-03-27;3.0;26.6;88;12.4
2016-03-28;0.0;26.8;87;12.7
2016-03-29;0.0;26.2;89;11.3
2016-03-30;0.0;25.9;89;11.2
2016-03-31;0.0;26.3;88;7.6
2016-04-01;1.0;26.2;90;11.1
2016-04-02;4.5;26.4;88;9.4
2016-04-03;9.5;27.1;85;9.4
2016-04-04;0.0;26.8;87;11.6
2016-04-05;0.0;26.7;88;9.2
2016-04-06;1.0;27.0;85;9.8
2016-04-07;0.0;26.8;87;16.0
2016-04-08;0.0;27.1;86;8.1
2016-04-09;0.0;27.2;85;9.5
2016-04-10;12.0;26.8;88;9.3
2016-04-11;0.0;26.9;88;7.7
2016-04-12;0.0;26.7;88;8.3
2016-04-13;0.0;27.2;85;7.9
2016-04-14;0.0;27.2;86;8.2
2016-04-15;14.0;26.4;89;5.8
2016-04-16;1.5;26.9;86;7.7
2016-04-17;0.0;26.2;89;12.6
2016-04-18;10.5;27.0;86;8.6
2016-04-19;0.0;26.7;88;10.2
2016-04-20;0.0;26.7;87;9.7
2016-04-21;84.0;25.9;89;9.6
2016-04-22;0.0;26.3;88;12.6
2016-04-23;0.0;26.6;87;14.5
2016-04-24;3.0;26.9;85;15.8
2016-04-25;0.0;26.8;86;10.7
2016-04-26;0.0;26.0;89;12.9
2016-04-27;0.0;26.7;84;7.2
2016-04-28;0.0;26.7;87;7.6
2016-04-29;0.0;26.8;85;7.9
2016-04-30;0.0;26.5;89;9.4
2016-05-01;31.0;26.5;86;14.0
2016-05-02;0.0;27.0;84;14.2
2016-05-03;0.0;26.7;86;13.5
2016-05-04;0.0;27.0;86;14.4
2016-05-05;0.0;26.4;89;7.9
2016-05-06;18.0;26.9;85;9.1
2016-05-07;0.0;26.8;85;8.3
2016-05-08;3.0;26.9;86;10.1
2016-05-09;1.0;26.7;87;7.1
2016-05-10;9.5;27.1;84;13.2
2016-05-11;0.0;27.3;85;9.7
2016-05-12;0.0;27.5;84;8.1
2016-05-13;0.0;27.6;84;7.2
2016-05-14;16.5;27.0;86;11.1
2016-05-15;0.0;27.5;84;12.7
2016-05-16;0.0;27.0;88;9.0
2016-05-17;0.0;27.1;87;8.1
2016-05-18;35.0;27.3;85;7.9
2016-05-19;0.0;27.4;83;9.0
2016-05-20;0.0;27.4;84;8.7
2016-05-21;0.0;26.9;86;6.5
2016-05-22;56.0;26.5;88;8.4
2016-05-23;5.0;26.7;87;6.6
2016-05-24;12.5;26.9;87;7.9
2016-05-25;2.0;26.8;86;10.0
2016-05-26;0.0;26.5;88;12.2
2016-05-27;0.0;26.4;87;11.9
2016-05-28;0.0;27.0;84;15.1
2016-05-29;0.0;25.9;90;12.2
2016-05-30;1.5;24.9;94;10.4
2016-05-31;0.0;26.1;86;8.4
2016-06-01;0.0;27.3;83;10.6
2016-06-02;6.0;27.2;83;7.6
2016-06-03;0.0;26.7;85;6.3
2016-06-04;1.0;27.2;84;8.7
2016-06-05;0.0;26.5;87;10.8
2016-06-06;0.0;26.4;87;9.4
2016-06-07;35.5;26.5;85;7.1
2016-06-08;1.0;26.3;86;9.0
2016-06-09;0.0;26.5;86;8.8
2016-06-10;8.0;26.5;86;11.1
2016-06-11;0.0;26.9;83;9.0
2016-06-12;0.0;27.0;82;6.8
2016-06-13;20.5;26.6;84;6.7
2016-06-14;0.0;26.1;87;7.6
2016-06-15;0.0;25.8;89;15.3
2016-06-16;0.0;26.3;86;11.7
2016-06-17;0.0;25.9;89;10.0
2016-06-18;71.0;24.6;85;10.8
2016-06-19;4.0;26.0;83;9.7
2016-06-20;0.0;26.7;83;6.4
2016-06-21;0.0;27.1;81;6.9
2016-06-22;47.0;26.5;83;7.4
2016-06-23;3.0;26.7;84;5.8
2016-06-24;0.0;26.8;83;10.5
2016-06-25;0.0;26.3;84;8.3
2016-06-26;0.0;26.4;85;7.3
2016-06-27;7.5;25.8;85;8.0
2016-06-28;0.0;26.3;81;11.5
2016-06-29;0.0;26.4;85;9.7
2016-06-30;35.5;26.1;86;9.2
2016-07-01;5.5;26.6;83;7.0
2016-07-02;3.5;26.9;83;9.5
2016-07-03;0.0;26.8;85;7.3
2016-07-04;21.0;26.6;84;11.1
2016-07-05;0.0;26.7;84;7.2
2016-07-06;2.5;26.9;84;9.2
2016-07-07;0.0;26.5;84;8.6
2016-07-08;8.0;26.6;82;8.4
2016-07-09;0.0;26.9;81;9.1
2016-07-10;0.0;26.6;83;8.7
2016-07-11;0.0;26.3;84;8.2
2016-07-12;0.0;26.4;82;6.9
2016-07-13;51.0;26.0;85;6.9
2016-07-14;2.0;26.0;85;11.1
2016-07-15;0.0;26.1;86;11.6
2016-07-16;0.0;26.2;83;8.8
2016-07-17;10.5;25.8;86;8.4
2016-07-18;2.0;26.0;85;6.8
2016-07-19;0.0;25.6;87;10.4
2016-07-20;19.0;24.8;91;8.1
2016-07-21;3.5;25.4;87;9.7
2016-07-22;0.0;25.1;90;10.0
2016-07-23;1.0;25.7;86;9.2
2016-07-24;0.0;25.9;85;9.4
2016-07-25;0.0;26.1;84;9.0
2016-07-26;2.5;25.8;83;9.3
2016-07-27;0.0;26.4;78;12.2
2016-07-28;0.0;26.0;83;8.8
2016-07-29;0.0;26.1;83;6.9
2016-07-30;3.3;26.0;84;6.6
2016-07-31;0.0;26.7;78;8.9
2016-08-01;0.0;25.9;84;8.3
2016-08-02;0.0;25.8;85;8.9
2016-08-03;5.0;25.9;79;7.6
2016-08-04;0.0;26.0;77;8.7
2016-08-05;0.0;26.0;79;7.7
2016-08-06;0.0;26.5;78;9.0
2016-08-07;0.0;26.5;79;8.2
2016-08-08;3.0;26.7;83;5.8
2016-08-09;45.0;26.4;85;12.9
2016-08-10;0.0;26.9;80;10.1
2016-08-11;5.0;26.5;83;9.3
2016-08-12;5.0;27.0;80;6.6
2016-08-13;0.0;27.1;80;7.8
2016-08-14;17.0;25.6;89;11.2
2016-08-15;146.0;26.4;84;7.7
2016-08-16;0.0;26.2;86;10.2
2016-08-17;0.0;26.5;83;9.3
2016-08-18;1.5;26.6;85;4.4
2016-08-19;0.0;26.5;84;8.8
2016-08-20;0.0;26.3;83;7.7
2016-08-21;36.0;26.3;82;6.9
2016-08-22;0.0;26.4;81;12.7
2016-08-23;4.5;26.1;83;10.1
2016-08-24;0.0;26.1;83;8.3
2016-08-25;0.0;26.2;81;9.2
2016-08-26;3.0;26.5;82;9.1
2016-08-27;0.0;26.4;83;13.4
2016-08-28;7.0;26.7;82;11.7
2016-08-29;0.0;26.7;83;9.6
2016-08-30;1.6;26.2;86;8.9
2016-08-31;6.5;26.4;85;7.9
2016-09-01;0.0;26.8;82;7.4
2016-09-02;0.0;26.3;84;9.1
2016-09-03;4.0;26.1;86;9.7
2016-09-04;0.0;26.3;85;10.4
2016-09-05;7.0;26.4;81;9.1
2016-09-06;0.0;26.7;80;9.9
2016-09-07;10.0;26.4;83;7.2
2016-09-08;33.0;26.4;83;7.3
2016-09-09;0.0;26.9;80;7.7
2016-09-10;0.0;26.9;79;9.2
2016-09-11;0.0;26.8;79;9.2
2016-09-12;0.0;26.1;81;8.1
2016-09-13;0.0;26.3;81;7.9
2016-09-14;0.0;26.7;80;10.8
2016-09-15;30.0;26.3;83;8.3
2016-09-16;25.5;25.8;87;9.1
2016-09-17;0.0;26.2;85;12.1
2016-09-18;30.0;26.5;84;10.1
2016-09-19;9.5;26.6;84;12.1
2016-09-20;3.0;26.5;85;12.0
2016-09-21;0.0;26.5;82;8.1
2016-09-22;19.0;26.3;86;9.4
2016-09-23;4.5;26.4;85;11.3
2016-09-24;4.0;26.3;84;12.1
2016-09-25;55.0;27.2;80;9.4
2016-09-26;89.0;26.3;82;16.3
2016-09-27;0.0;26.7;83;7.6
2016-09-28;0.0;26.1;85;11.0
2016-09-29;8.8;25.9;87;9.5
2016-09-30;3.0;26.1;86;7.2
2016-10-01;0.0;26.7;84;14.1
2016-10-02;0.0;26.1;86;13.5
2016-10-03;0.0;26.4;84;9.8
2016-10-04;19.0;25.8;87;8.4
2016-10-05;2.6;25.9;87;10.3
2016-10-06;0.0;26.1;84;8.4
2016-10-07;0.0;26.4;84;10.8
2016-10-08;0.0;26.0;87;9.3
2016-10-09;5.0;26.0;84;11.2
2016-10-10;42.5;25.6;89;7.7
2016-10-11;27.0;25.8;86;8.7
2016-10-12;21.5;26.2;84;9.9
2016-10-13;0.0;25.9;86;12.5
2016-10-14;21.5;25.9;85;16.2
2016-10-15;63.0;26.3;85;10.0
2016-10-16;0.0;27.4;78;8.0
2016-10-17;0.0;27.5;78;9.8
2016-10-18;0.0;27.1;82;8.4
2016-10-19;0.0;27.1;80;10.0
2016-10-20;0.0;27.2;81;7.4
2016-10-21;0.0;26.1;88;9.3
2016-10-22;22.0;25.2;92;8.7
2016-10-23;52.0;24.5;93;8.0
2016-10-24;18.5;25.8;86;6.9
2016-10-25;19.5;25.8;87;8.4
2016-10-26;0.0;25.7;88;8.7
2016-10-27;0.0;25.5;90;9.5
2016-10-28;0.0;26.1;85;9.7
2016-10-29;31.0;26.3;84;14.1
2016-10-30;4.5;26.3;84;9.1
2016-10-31;0.0;26.6;82;10.1
2016-11-01;0.0;26.7;82;11.7
2016-11-02;83.0;26.3;84;9.8
2016-11-03;0.0;26.4;84;8.7
2016-11-04;0.0;26.5;85;7.4
2016-11-05;0.0;27.0;82;10.2
2016-11-06;0.0;27.2;82;8.6
2016-11-07;1.5;27.0;83;12.3
2016-11-08;0.0;26.6;87;8.3
2016-11-09;12.0;25.9;87;6.5
2016-11-10;7.5;26.0;87;8.0
2016-11-11;44.5;26.3;84;6.6
2016-11-12;56.0;25.8;88;5.0
2016-11-13;11.0;25.9;88;7.6
2016-11-14;8.0;26.1;86;9.3
2016-11-15;0.0;25.8;87;8.7
2016-11-16;6.0;26.0;85;9.0
2016-11-17;0.0;26.0;89;9.5
2016-11-18;0.0;25.9;89;10.2
2016-11-19;7.0;26.9;83;8.4
2016-11-20;0.0;26.3;88;7.6
2016-11-21;54.0;26.0;88;8.7
2016-11-22;12.5;26.6;84;8.2
2016-11-23;0.0;26.6;83;11.1
2016-11-24;0.0;26.6;85;9.0
2016-11-25;0.0;26.5;84;8.4
2016-11-26;6.5;26.6;84;10.8
2016-11-27;3.5;26.6;86;7.4
2016-11-28;0.0;26.0;90;8.2
2016-11-29;0.0;26.6;82;10.5
2016-11-30;0.0;26.8;81;9.3
2016-12-01;0.0;26.8;82;16.3
2016-12-02;0.0;25.9;85;15.1
2016-12-03;8.0;26.0;83;22.2
2016-12-04;0.0;26.0;83;19.5
2016-12-05;1.0;25.2;87;16.7
2016-12-06;5.0;25.3;89;11.9
2016-12-07;0.0;25.6;89;13.7
2016-12-08;0.0;26.3;86;11.5
2016-12-09;56.0;26.3;82;18.7
2016-12-10;0.0;26.7;80;15.5
2016-12-11;0.0;25.6;86;13.4
2016-12-12;8.0;25.5;84;10.7
2016-12-13;0.0;26.4;83;12.7
2016-12-14;0.0;26.1;83;15.2
2016-12-15;8.0;25.9;83;17.7
2016-12-16;0.0;26.5;81;17.2
2016-12-17;0.0;26.0;85;15.3
2016-12-18;7.5;26.0;85;17.6
2016-12-19;7.0;26.1;84;19.7
2016-12-20;0.0;27.3;78;22.1
2016-12-21;0.0;26.9;81;22.0
2016-12-22;0.0;26.6;80;24.6
2016-12-23;0.0;26.7;79;25.1
2016-12-24;0.0;26.5;81;19.9
2016-12-25;0.0;26.2;83;16.0
2016-12-26;6.0;26.6;79;13.9
2016-12-27;0.0;26.2;79;11.7
2016-12-28;0.0;26.3;82;16.8
2016-12-29;0.0;26.2;85;15.3
2016-12-30;0.0;26.4;84;14.3
2016-12-31;0.0;26.9;83;12.4
2017-01-01;0.0;27.5;79;13.4
2017-01-02;0.0;27.8;75;16.7
2017-01-03;0.0;27.6;79;15.9
2017-01-04;3.5;26.6;86;15.5
2017-01-05;11.5;26.4;86;9.3
2017-01-06;30.0;26.7;83;14.8
2017-01-07;2.5;26.9;81;17.2
2017-01-08;0.0;26.7;81;12.1
2017-01-09;7.0;26.6;85;9.7
2017-01-10;6.5;26.0;88;10.6
2017-01-11;10.0;26.2;85;14.4
2017-01-12;0.0;26.2;83;18.7
2017-01-13;0.0;26.7;81;22.9
2017-01-14;0.0;25.4;87;16.3
2017-01-15;4.0;26.2;81;18.0
2017-01-16;7.0;25.3;87;15.6
2017-01-17;5.0;25.4;86;14.2
2017-01-18;5.0;26.7;79;16.7
2017-01-19;0.0;27.0;77;20.7
2017-01-20;0.0;27.5;76;21.1
2017-01-21;0.0;27.0;82;14.0
2017-01-22;0.0;26.4;87;12.3
2017-01-23;0.0;27.0;82;17.4
2017-01-24;0.0;26.6;83;14.0
2017-01-25;0.0;26.5;82;13.9
2017-01-26;7.0;27.0;81;13.8
2017-01-27;19.0;26.2;85;15.9
2017-01-28;24.0;25.5;87;17.5
2017-01-29;0.0;25.5;87;17.2
2017-01-30;0.0;25.7;87;13.9
2017-01-31;0.0;25.0;90;12.9
2017-02-01;7.0;24.8;90;12.8
2017-02-02;11.0;25.0;88;13.0
2017-02-03;9.0;24.8;87;16.3
2017-02-04;11.0;25.3;87;19.1
2017-02-05;3.5;26.6;82;21.4
2017-02-06;0.0;26.5;82;21.7
2017-02-07;2.5;26.0;84;15.9
2017-02-08;0.0;26.0;85;19.5
2017-02-09;0.0;25.3;87;18.5
2017-02-10;9.0;25.1;88;16.0
2017-02-11;7.0;24.6;91;18.1
2017-02-12;53.0;25.2;89;14.4
2017-02-13;30.0;25.9;85;16.6
2017-02-14;62.0;24.7;91;12.2
2017-02-15;24.5;25.8;86;18.7
2017-02-16;20.0;25.9;83;14.6
2017-02-17;7.0;26.6;82;12.3
2017-02-18;0.0;26.6;82;11.8
2017-02-19;29.0;26.2;87;7.6
2017-02-20;52.5;25.8;89;6.4
2017-02-21;175.0;25.2;91;6.9
2017-02-22;6.0;26.5;83;10.2
2017-02-23;31.5;26.8;83;11.2
2017-02-24;0.0;26.1;86;9.7
2017-02-25;0.0;25.7;89;11.0
2017-02-26;0.0;25.6;89;12.3
2017-02-27;5.0;26.5;85;11.5
2017-02-28;0.0;25.8;91;11.8
2017-03-01;0.0;26.4;85;13.3
2017-03-02;46.0;25.9;88;9.7
2017-03-03;19.5;26.5;86;12.0
2017-03-04;11.5;26.5;84;7.3
2017-03-05;0.0;26.4;87;10.9
2017-03-06;0.0;26.3;87;9.4
2017-03-07;44.5;25.0;91;14.5
2017-03-08;36.0;27.3;79;8.9
2017-03-09;0.0;27.2;82;11.0
2017-03-10;0.0;26.6;86;11.8
2017-03-11;0.0;26.8;84;11.8
2017-03-12;5.0;27.2;79;16.9
2017-03-13;8.0;27.7;73;15.6
2017-03-14;0.0;28.2;76;12.2
2017-03-15;0.0;27.0;79;12.4
2017-03-16;0.0;27.2;79;8.2
2017-03-17;0.0;26.9;84;9.1
2017-03-18;86.0;25.7;90;10.4
2017-03-19;13.0;27.0;80;17.6
2017-03-20;0.0;26.6;82;15.4
2017-03-21;15.5;26.2;87;11.4
2017-03-22;20.5;25.9;87;11.0
2017-03-23;28.5;26.5;85;9.2
2017-03-24;9.0;27.3;83;11.1
2017-03-25;0.0;27.4;84;12.2
2017-03-26;1.0;26.9;85;9.0
2017-03-27;15.0;26.8;84;9.6
2017-03-28;1.0;26.9;84;10.2
2017-03-29;68.0;27.3;82;6.5
2017-03-30;0.0;27.1;80;14.2
2017-03-31;0.0;26.5;83;15.0
2017-04-01;0.0;27.0;85;8.7
2017-04-02;35.0;26.8;84;11.7
2017-04-03;22.0;26.4;83;9.1
2017-04-04;2.5;26.6;84;10.2
2017-04-05;0.0;26.2;84;17.1
2017-04-06;0.0;26.4;82;19.1
2017-04-07;0.0;26.5;82;15.4
2017-04-08;0.0;27.0;80;19.6
2017-04-09;3.0;27.3;80;12.3
2017-04-10;2.0;27.3;81;7.2
2017-04-11;6.0;26.8;87;7.9
2017-04-12;19.5;26.9;84;9.8
2017-04-13;8.0;26.8;84;10.3
2017-04-14;0.0;26.3;87;8.4
2017-04-15;0.0;26.6;87;6.9
2017-04-16;0.0;26.8;85;12.2
2017-04-17;0.0;27.6;81;11.0
2017-04-18;0.0;27.4;83;11.8
2017-04-19;12.0;26.6;87;8.3
2017-04-20;0.0;26.9;85;11.5
2017-04-21;3.5;27.0;84;9.9
2017-04-22;4.5;26.5;87;11.2
2017-04-23;0.0;26.9;86;10.1
2017-04-24;0.0;26.9;88;11.7
2017-04-25;0.0;27.1;84;9.4
2017-04-26;0.0;26.3;87;8.8
2017-04-27;0.0;26.9;83;8.1
2017-04-28;31.5;26.7;83;15.5
2017-04-29;2.0;27.4;77;10.9
2017-04-30;0.0;26.8;86;9.0
2017-05-01;0.0;27.4;83;5.1
2017-05-02;9.0;26.9;86;7.0
2017-05-03;19.0;27.1;85;9.4
2017-05-04;0.0;26.4;89;10.1
2017-05-05;0.0;26.0;88;9.4
2017-05-06;2.0;26.4;87;11.2
2017-05-07;16.5;26.3;87;8.8
2017-05-08;0.0;26.5;85;12.8
2017-05-09;0.0;27.0;84;9.3
2017-05-10;0.0;27.3;83;9.2
2017-05-11;0.0;27.2;81;9.7
2017-05-12;0.0;27.1;80;9.7
2017-05-13;0.0;27.6;80;9.4
2017-05-14;1.5;27.6;81;9.3
2017-05-15;0.0;28.4;76;8.4
2017-05-16;0.0;28.2;78;8.1
2017-05-17;0.0;27.9;80;10.5
2017-05-18;0.0;28.0;80;10.5
2017-05-19;0.0;28.6;76;10.3
2017-05-20;0.0;28.1;77;10.1
2017-05-21;0.0;27.6;80;7.0
2017-05-22;0.0;28.0;79;10.0
2017-05-23;0.0;28.3;76;9.7
2017-05-24;0.0;28.1;78;8.0
2017-05-25;0.0;28.1;76;9.2
2017-05-26;0.0;28.1;76;9.7
2017-05-27;0.0;28.4;77;10.6
2017-05-28;0.0;26.8;88;6.9
2017-05-29;4.5;26.9;85;10.2
2017-05-30;0.0;27.3;81;16.3
2017-05-31;0.0;27.0;84;15.3
2017-06-01;0.0;26.9;83;17.6
2017-06-02;5.0;27.3;84;13.2
2017-06-03;0.0;27.4;83;7.1
2017-06-04;0.0;27.7;80;11.9
2017-06-05;46.5;27.1;82;11.6
2017-06-06;16.0;27.3;80;8.0
2017-06-07;0.0;27.3;80;12.1
2017-06-08;0.0;27.8;77;14.4
2017-06-09;0.0;27.9;77;10.5
2017-06-10;0.0;27.9;79;8.7
2017-06-11;0.0;27.6;81;9.4
2017-06-12;0.0;27.0;83;9.5
2017-06-13;0.0;26.9;84;10.0
2017-06-14;16.0;26.9;84;8.8
2017-06-15;0.0;26.8;86;10.0
2017-06-16;0.0;27.0;83;15.9
2017-06-17;0.0;27.3;81;10.2
2017-06-18;9.0;26.7;82;10.5
2017-06-19;0.0;27.0;79;9.7
2017-06-20;0.0;27.3;76;9.5
2017-06-21;0.0;26.9;81;10.0
2017-06-22;0.0;26.5;85;9.0
2017-06-23;0.0;26.4;86;6.4
2017-06-24;0.0;26.0;84;11.3
2017-06-25;0.0;26.0;83;14.2
2017-06-26;0.0;25.5;89;11.7
2017-06-27;0.0;26.1;86;7.2
2017-06-28;0.0;26.8;83;11.7
2017-06-29;0.0;26.5;83;8.0
2017-06-30;0.0;25.6;88;7.0
2017-07-01;0.0;26.7;80;11.8
2017-07-02;0.0;27.2;79;15.2
2017-07-03;0.0;26.8;82;9.4
2017-07-04;0.0;27.3;81;9.7
2017-07-05;0.0;27.1;82;9.2
2017-07-06;0.0;26.5;82;9.3
2017-07-07;0.0;27.3;78;12.4
2017-07-08;0.0;27.1;78;10.0
2017-07-09;0.0;26.8;82;7.9
2017-07-10;8.0;25.9;86;9.1
2017-07-11;0.0;26.3;84;9.5
2017-07-12;0.0;26.4;83;8.8
2017-07-13;0.0;26.9;81;9.0
2017-07-14;0.0;27.0;81;13.5
2017-07-15;0.0;26.4;82;10.8
2017-07-16;0.0;26.4;79;11.0
2017-07-17;0.0;26.5;66;10.2
2017-07-18;0.0;26.6;73;11.8
2017-07-19;0.0;26.8;78;10.7
2017-07-20;6.5;26.3;84;8.0
2017-07-21;0.0;26.4;84;11.9
2017-07-22;0.0;27.1;80;7.9
2017-07-23;0.0;26.8;82;9.6
2017-07-24;1.5;26.8;82;7.2
2017-07-25;0.0;27.4;72;14.8
2017-07-26;0.0;26.8;66;10.7
2017-07-27;0.0;27.3;70;12.6
2017-07-28;0.0;27.2;79;14.3
2017-07-29;2.0;26.5;85;8.9
2017-07-30;0.0;27.2;81;12.2
2017-07-31;0.0;27.6;80;8.6
2017-08-01;0.0;27.0;71;14.1
2017-08-02;0.0;26.5;67;16.3
2017-08-03;0.0;27.0;72;16.3
2017-08-04;0.0;27.1;70;14.2
2017-08-05;0.0;27.3;71;12.6
2017-08-06;0.0;27.4;75;13.7
2017-08-07;0.0;27.6;75;15.3
2017-08-08;0.0;27.8;73;13.0
2017-08-09;0.0;27.7;78;14.1
2017-08-10;8.5;26.9;78;10.5
2017-08-11;6.5;27.2;78;11.3
2017-08-12;0.0;27.1;78;9.7
2017-08-13;0.0;26.6;82;8.7
2017-08-14;0.0;27.1;80;10.6
2017-08-15;0.0;27.2;74;15.5
2017-08-16;1.0;27.2;67;16.6
2017-08-17;0.0;27.1;70;13.7
2017-08-18;0.0;28.0;68;20.1
2017-08-19;0.0;28.6;67;14.6
2017-08-20;0.0;28.6;68;15.5
2017-08-21;0.0;28.3;69;12.2
2017-08-22;0.0;28.1;67;14.0
2017-08-23;0.0;28.5;62;18.6
2017-08-24;0.0;28.7;59;20.1
2017-08-25;0.0;28.8;62;16.5
2017-08-26;0.0;29.2;55;23.7
2017-08-27;0.0;28.2;61;21.6
2017-08-28;0.0;28.7;61;22.2
2017-08-29;0.0;27.5;74;12.3
2017-08-30;0.0;27.7;76;14.9
2017-08-31;0.0;28.2;73;11.9
2017-09-01;0.0;27.8;72;10.1
2017-09-02;0.0;28.3;67;18.2
2017-09-03;0.0;28.5;62;17.7
2017-09-04;0.0;29.1;61;16.0
2017-09-05;0.0;28.4;70;11.4
2017-09-06;0.0;28.0;73;13.9
2017-09-07;0.0;28.5;67;19.0
2017-09-08;0.0;28.9;63;18.2
2017-09-09;0.0;28.7;70;16.6
2017-09-10;0.0;28.0;74;16.6
2017-09-11;6.5;28.6;70;16.7
2017-09-12;0.0;27.8;72;16.8
2017-09-13;2.0;27.7;69;17.7
2017-09-14;0.0;28.5;68;17.0
2017-09-15;0.0;29.0;71;16.6
2017-09-16;0.0;29.2;67;14.1
2017-09-17;0.0;29.2;65;17.9
2017-09-18;0.0;28.9;67;19.8
2017-09-19;0.0;28.7;68;19.1
2017-09-20;0.0;27.2;74;11.6
2017-09-21;1.5;27.5;71;15.1
2017-09-22;0.0;28.2;65;16.5
2017-09-23;0.0;28.7;65;14.7
2017-09-24;0.0;27.5;77;11.5
2017-09-25;0.0;27.4;80;12.0
2017-09-26;0.0;27.2;83;11.9
2017-09-27;28.5;24.7;95;7.0
2017-09-28;2.0;26.8;84;9.0
2017-09-29;0.0;26.9;84;10.5
2017-09-30;19.0;27.4;80;8.0
2017-10-01;0.0;27.1;82;12.8
2017-10-02;42.0;26.5;84;10.2
2017-10-03;0.0;26.3;85;10.0
2017-10-04;23.0;26.7;83;11.6
2017-10-05;0.0;27.7;81;13.6
2017-10-06;0.0;27.6;82;9.7
2017-10-07;0.0;27.4;80;9.2
2017-10-08;0.0;26.9;83;10.9
2017-10-09;0.0;26.8;85;12.7
2017-10-10;41.5;27.1;85;9.7
2017-10-11;0.0;27.7;82;10.1
2017-10-12;0.0;26.9;86;11.2
2017-10-13;72.0;27.6;77;11.2
2017-10-14;2.5;28.0;75;11.2
2017-10-15;0.0;27.9;77;11.5
2017-10-16;0.0;27.4;78;10.2
2017-10-17;11.5;27.7;79;6.5
